delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.277778	-45.000000					error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.277778	-42.222222	89	139625	1,0,0,0	-16,0,3,0	ok
-1.277778	-39.444444	77	752	-1,0,0,0	14,0,0,0	ok
-1.277778	-36.666667	77	1103	-1,0,0,0	-13,0,-1,0	ok
-1.277778	-33.888889	69051438904821989	2089326380	-1,0,0,-11	-12,1,11,1	ok
-1.277778	-31.111111	66523669472059877	32497077261929295	-1,0,10,10	-11,-1,0,10	ok
-1.277778	-28.333333	31282545094055729	30124139753553605	1,9,-10,-10	10,9,9,-10	ok
-1.277778	-25.555556	14131091504650400	14134177061995017	-1,-9,9,9	9,9,9,9	ok
-1.277778	-22.777778	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.277778	-20.000000	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
