delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-38.537074	-47.123235	0.833652	full	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.497996	-38.537074	-44.877713	0.837484	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.495992	-38.537074	-45.365237	0.835359	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.493988	-38.537074	-45.841587	0.833982	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.491984	-38.537074	-46.300255	0.833146	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.489980	-38.537074	-46.736165	0.832645	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.487976	-38.537074	-47.145907	0.832684	full	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.485972	-38.537074	-44.923646	0.836509	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.483968	-38.537074	-45.406714	0.834384	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.481964	-38.537074	-45.878616	0.833007	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.479960	-38.537074	-46.332690	0.832171	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.477956	-38.537074	-46.763809	0.831670	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.475952	-38.537074	-47.168589	0.831709	full	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.473948	-38.537074	-44.966757	0.835455	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.471944	-38.537074	-45.446373	0.833331	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.469940	-38.537074	-45.914704	0.831954	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.467936	-38.537074	-46.364965	0.831118	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.465932	-38.537074	-46.792000	0.830744	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.463928	-38.537074	-47.191284	0.830577	full	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.461924	-38.537074	-45.007700	0.834220	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.459920	-38.537074	-45.485941	0.832302	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.457916	-38.537074	-45.950380	0.830925	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.455912	-38.537074	-46.396542	0.830089	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.453908	-38.537074	-46.819242	0.829716	continued:5	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.451904	-38.537074	-47.213996	0.829214	full	3374966975014	4532	1,0,0,0,0,0,0	14,0,0,0,0	ok
-1.449900	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.447896	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.445892	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.443888	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.441884	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.439880	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.437876	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.435872	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.433868	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.431864	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.429860	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.427856	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.425852	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.423848	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.421844	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.419840	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.417836	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.415832	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.413828	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.411824	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.409820	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.407816	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.405812	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.403808	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.401804	-38.537074								error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
