delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-25.263158	-47.494883	0.785532	continued:5	20754853289673741675333109694251	168150273	1,8,-8,0,9	9,-9,-9,0	ok
-1.447368	-25.263158	-48.275947	0.782739	continued:5	69191877706951	882438	1,8,9,6	9,-9,-2,1	ok
-1.394737	-25.263158	-48.936247	0.779945	continued:5	2811627630157526	13001404085584435	1,-9,9,8	9,9,8,9	ok
-1.342105	-25.263158	-49.481770	0.777152	continued:5	20579191803972040703991487134178	2672848933402042	1,-9,-9,9,-9	9,9,-9,8	ok
-1.289474	-25.263158	-49.921214	0.774359	full	18771403874319079111379122357950	6417185109182742	-1,-9,-9,-9,-9	9,9,9,-9	ok
-1.236842	-25.263158	-48.034149	0.758969	continued:5	99887480609913094787319783397708	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.184211	-25.263158	-48.725048	0.756176	continued:5	99887480609913094787319783397708	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.131579	-25.263158	-49.290061	0.753383	continued:5	99887480609913094787319783397708	14134177061995017	1,9,9,9,9	9,9,9,9	ok
-1.078947	-25.263158	-49.741308	0.750589	continued:5	99887480609913080653142721402689	14134177061995017	-1,9,9,9,9	9,9,9,9	ok
-1.026316	-25.263158	-50.091956	0.747796	full	99887478233506301306294826391710	14134177061995017	-1,-9,9,9,9	9,9,9,9	ok
-0.973684	-25.263158	-43.645681	0.693530	continued:5	18771403874319079111379122357950	6127218708778185	-1,-9,-9,-9,-9	9,-9,-9,-9	ok
-0.921053	-25.263158	-45.627917	0.696323	continued:5	18771403874319085238597720436376	6127218708778185	1,-9,-9,-9,-9	9,-9,-9,-9	ok
-0.868421	-25.263158	-47.037011	0.693530	continued:5	18771403874319085238597720436376	6127218598078424	1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-0.815789	-25.263158	-48.158652	0.690736	continued:5	18771403874319079111379122357950	6127218598078424	-1,-9,-9,-9,-9	-9,-9,-9,-9	ok
-0.763158	-25.263158	-49.052082	0.691986	continued:5	18771403874319079111379122357950	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.710526	-25.263158	-49.716200	0.694779	continued:5	18771403874319085238597720436376	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.657895	-25.263158	-50.177968	0.691986	continued:5	18771403874319085238597720436376	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.605263	-25.263158	-50.523723	0.689192	continued:5	18771403874319085238597720436376	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.552632	-25.263158	-50.773877	0.686399	continued:5	18771403874319085238597720436376	18771403874319177146876691612886	1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
-0.500000	-25.263158	-50.946029	0.683606	full	18771403874319079111379122357950	18771403874319177146876691612886	-1,-9,-9,-9,-9	-9,-9,-9,-9,-9	ok
