delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-33.157895	-46.239420	0.811454	continued:5	3374966975014	2650730	1,0,0,0,0,0,0	-12,0,0,0,0,0	ok
-1.447368	-33.157895	-46.898791	0.808661	continued:5	3374966975014	35223	1,0,0,0,0,0,0	11,-6,0,0,0	ok
-1.394737	-33.157895	-47.475109	0.805868	continued:5	41925905971514	49062624603	1,0,0,0,-2,0	11,5,0,-4,0	ok
-1.342105	-33.157895	-47.970021	0.803074	continued:5	2653594019510	35105005537449881	-1,0,0,1,1,0	11,8,1,10	ok
-1.289474	-33.157895	-48.385925	0.800281	full	5582294050547042408181983517185401393145887418880840896665687945502	62813	-1,0,-1,0,-3,-11	11,10,-1,0	ok
-1.236842	-33.157895	-46.977092	0.780061	continued:5	146745431770434433	5819424764	1,-10,0,-11,0	11,10,11,-2	ok
-1.184211	-33.157895	-47.604796	0.777268	continued:5	133223219278217248	151382333357993159	1,9,10,-11	11,-11,1,11	ok
-1.131579	-33.157895	-48.132482	0.774474	continued:5	259259230943394928	6688631	1,9,10,11	11,-11,-2,-2	ok
-1.078947	-33.157895	-48.566935	0.771681	continued:5	129108843135298145	178935881	-1,-10,-10,-11	11,-11,9	ok
-1.026316	-33.157895	-48.915795	0.768887	full	141867845471056952	137520069382767449	-1,10,11,-11	11,-11,-11,-11	ok
-0.973684	-33.157895	-42.400760	0.718751	continued:5	137520058369471127	137520069382767449	-1,-11,-11,-11	11,-11,-11,-11	ok
-0.921053	-33.157895	-44.465327	0.721544	continued:5	137520058893913799	137520068858324757	1,-11,-11,-11	-11,-11,-11,-11	ok
-0.868421	-33.157895	-45.806937	0.718751	continued:5	9455884669399191798404411243691178	137520068858324757	1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.815789	-33.157895	-46.870490	0.715957	continued:5	9455884669399191660884342385366419	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.763158	-33.157895	-47.732353	0.717334	continued:5	9455884669399191660884342385366419	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.710526	-33.157895	-48.386232	0.720128	continued:5	9455884669399191798404411243691178	137520068858324757	1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.657895	-33.157895	-48.853310	0.717334	continued:5	9455884669399191798404411243691178	137520068858324757	1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.605263	-33.157895	-49.215034	0.714541	continued:5	9455884669399191798404411243691178	137520068858324757	1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.552632	-33.157895	-49.486829	0.711748	continued:5	9455884597277796819839275832919345	137520068858324757	-1,10,-11,-11,-11	-11,-11,-11,-11	ok
-0.500000	-33.157895	-49.682745	0.708954	full	2225840977019920444092511290911250	66720925908142496	-1,10,10,10,10	10,10,10,10	ok
