delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-39.839679	2664557	-15,0,0,0,0,0	ok
-1.497996	-39.839679	2664557	-15,0,0,0,0,0	ok
-1.495992	-39.839679	2664557	-15,0,0,0,0,0	ok
-1.493988	-39.839679	2664557	-15,0,0,0,0,0	ok
-1.491984	-39.839679	2664557	-15,0,0,0,0,0	ok
-1.489980	-39.839679	2664557	-15,0,0,0,0,0	ok
-1.487976	-39.839679	2664557	-15,0,0,0,0,0	ok
-1.485972	-39.839679	4627	-15,0,0,0,0	ok
-1.483968	-39.839679	4627	-15,0,0,0,0	ok
-1.481964	-39.839679	4627	-15,0,0,0,0	ok
-1.479960	-39.839679	4627	-15,0,0,0,0	ok
-1.477956	-39.839679	4627	-15,0,0,0,0	ok
-1.475952	-39.839679	4627	-15,0,0,0,0	ok
-1.473948	-39.839679	4627	-15,0,0,0,0	ok
-1.471944	-39.839679	4627	-15,0,0,0,0	ok
-1.469940	-39.839679	4627	-15,0,0,0,0	ok
-1.467936	-39.839679	4627	-15,0,0,0,0	ok
-1.465932	-39.839679	4627	-15,0,0,0,0	ok
-1.463928	-39.839679	4627	-15,0,0,0,0	ok
-1.461924	-39.839679	4627	-15,0,0,0,0	ok
-1.459920	-39.839679	4627	-15,0,0,0,0	ok
-1.457916	-39.839679	4627	-15,0,0,0,0	ok
-1.455912	-39.839679	4627	-15,0,0,0,0	ok
-1.453908	-39.839679	4627	-15,0,0,0,0	ok
-1.451904	-39.839679	4627	-15,0,0,0,0	ok
-1.449900	-39.839679	4627	-15,0,0,0,0	ok
-1.447896	-39.839679	4627	-15,0,0,0,0	ok
-1.445892	-39.839679	4627	-15,0,0,0,0	ok
-1.443888	-39.839679	1233206	-15,0,-1,1,0	ok
-1.441884	-39.839679	33901	-15,-1,1,0,0	ok
-1.439880	-39.839679	2821471	-15,-1,0,0,0,0	ok
-1.437876	-39.839679	2821471	-15,-1,0,0,0,0	ok
-1.435872	-39.839679	7111	-15,1,0,0,0	ok
-1.433868	-39.839679	7111	-15,1,0,0,0	ok
-1.431864	-39.839679	1863	14,2,0,0	ok
-1.429860	-39.839679	6993	14,1,0,0,0	ok
-1.427856	-39.839679	6993	14,1,0,0,0	ok
-1.425852	-39.839679	6993	14,1,0,0,0	ok
-1.423848	-39.839679	6993	14,1,0,0,0	ok
-1.421844	-39.839679	6993	14,1,0,0,0	ok
-1.419840	-39.839679	2819097	14,-1,0,0,0,0	ok
-1.417836	-39.839679	2819097	14,-1,0,0,0,0	ok
-1.415832	-39.839679	5643	14,-1,0,0,0	ok
-1.413828	-39.839679	5643	14,-1,0,0,0	ok
-1.411824	-39.839679	5643	14,-1,0,0,0	ok
-1.409820	-39.839679	5643	14,-1,0,0,0	ok
-1.407816	-39.839679	5643	14,-1,0,0,0	ok
-1.405812	-39.839679	5643	14,-1,0,0,0	ok
-1.403808	-39.839679	5643	14,-1,0,0,0	ok
-1.401804	-39.839679	5643	14,-1,0,0,0	ok
-1.399800	-39.839679	28361718	14,-1,0,-1,0,0	ok
-1.397796	-39.839679	5083238	14,-1,-1,0,0,0	ok
-1.395792	-39.839679	5083238	14,-1,-1,0,0,0	ok
-1.393788	-39.839679	33642	14,-1,1,0,0	ok
-1.391784	-39.839679	72362	14,0,-2,0,0	ok
-1.389780	-39.839679	28652	14,0,1,0,0	ok
