delta_x	delta_ca	gamma_encoding	gamma_scs	status
-1.500000	-37.384770	4345	13,0,0,0,0	ok
-1.497996	-37.384770	4345	13,0,0,0,0	ok
-1.495992	-37.384770	4345	13,0,0,0,0	ok
-1.493988	-37.384770	4345	13,0,0,0,0	ok
-1.491984	-37.384770	4345	13,0,0,0,0	ok
-1.489980	-37.384770	4345	13,0,0,0,0	ok
-1.487976	-37.384770	4345	13,0,0,0,0	ok
-1.485972	-37.384770	4345	13,0,0,0,0	ok
-1.483968	-37.384770	4345	13,0,0,0,0	ok
-1.481964	-37.384770	4345	13,0,0,0,0	ok
-1.479960	-37.384770	4345	13,0,0,0,0	ok
-1.477956	-37.384770	4345	13,0,0,0,0	ok
-1.475952	-37.384770	4345	13,0,0,0,0	ok
-1.473948	-37.384770	4345	13,0,0,0,0	ok
-1.471944	-37.384770	4345	13,0,0,0,0	ok
-1.469940	-37.384770	4345	13,0,0,0,0	ok
-1.467936	-37.384770	4345	13,0,0,0,0	ok
-1.465932	-37.384770	4345	13,0,0,0,0	ok
-1.463928	-37.384770	4345	13,0,0,0,0	ok
-1.461924	-37.384770	4345	13,0,0,0,0	ok
-1.459920	-37.384770	4345	13,0,0,0,0	ok
-1.457916	-37.384770	4345	13,0,0,0,0	ok
-1.455912	-37.384770	4345	13,0,0,0,0	ok
-1.453908	-37.384770	4345	13,0,0,0,0	ok
-1.451904	-37.384770	4345	13,0,0,0,0	ok
-1.449900	-37.384770	4345	13,0,0,0,0	ok
-1.447896	-37.384770	4345	13,0,0,0,0	ok
-1.445892	-37.384770	4345	13,0,0,0,0	ok
-1.443888	-37.384770	4345	13,0,0,0,0	ok
-1.441884	-37.384770	4345	13,0,0,0,0	ok
-1.439880	-37.384770	4345	13,0,0,0,0	ok
-1.437876	-37.384770	4345	13,0,0,0,0	ok
-1.435872	-37.384770	4345	13,0,0,0,0	ok
-1.433868	-37.384770	4345	13,0,0,0,0	ok
-1.431864	-37.384770	4345	13,0,0,0,0	ok
-1.429860	-37.384770	4345	13,0,0,0,0	ok
-1.427856	-37.384770	4345	13,0,0,0,0	ok
-1.425852	-37.384770	4345	13,0,0,0,0	ok
-1.423848	-37.384770	4345	13,0,0,0,0	ok
-1.421844	-37.384770	4345	13,0,0,0,0	ok
-1.419840	-37.384770	4345	13,0,0,0,0	ok
-1.417836	-37.384770	4345	13,0,0,0,0	ok
-1.415832	-37.384770	4345	13,0,0,0,0	ok
-1.413828	-37.384770	4345	13,0,0,0,0	ok
-1.411824	-37.384770	4345	13,0,0,0,0	ok
-1.409820	-37.384770	4345	13,0,0,0,0	ok
-1.407816	-37.384770	4345	13,0,0,0,0	ok
-1.405812	-37.384770	4345	13,0,0,0,0	ok
